Lower layer Super Output Areas Code,Lower layer Super Output Areas,Observation
E01025081,Hyndburn 005D,1296.4
E01025082,Hyndburn 006E,4627.9
E01025083,Hyndburn 006F,6836.7
E01025084,Hyndburn 006G,2892.3
E01025085,Lancaster 004A,4083.7
E01025086,Lancaster 004B,2037
E01025087,Lancaster 004C,3028.3
E01025088,Lancaster 001A,1411.1
E01025089,Lancaster 003A,553.8
E01025090,Lancaster 003B,542.7
E01025091,Lancaster 013A,5472.8
E01025092,Lancaster 013B,2313.8
E01025093,Lancaster 014A,7430.1
E01025094,Lancaster 014B,9616.2
E01025095,Lancaster 013C,1338.6
E01025096,Lancaster 001B,1289.8
E01025097,Lancaster 001C,2215.9
E01025098,Lancaster 001D,396.1
E01025099,Lancaster 014C,5044.9
E01025100,Lancaster 017A,1408.3
E01025101,Lancaster 017B,6773.7
E01025102,Lancaster 017C,3521.2
E01025103,Lancaster 017D,978.9
E01025105,Lancaster 019A,61.8
E01025106,Lancaster 019B,1550.9
E01025107,Lancaster 019C,35.4
E01025108,Lancaster 005A,493
E01025109,Lancaster 005B,108.6
E01025110,Lancaster 009A,7908.1
E01025111,Lancaster 008A,5349.9
E01025112,Lancaster 006A,5346.1
E01025113,Lancaster 008B,5779
E01025114,Lancaster 016A,3363.5
E01025115,Lancaster 016B,4165.7
E01025116,Lancaster 009B,5046.8
E01025117,Lancaster 009C,14553.7
E01025118,Lancaster 008C,5145.9
E01025119,Lancaster 008D,3965.3
E01025120,Lancaster 009D,9175.9
E01025121,Lancaster 016C,1321.6
E01025122,Lancaster 016D,2001.2
E01025123,Lancaster 016E,3586.1
E01025124,Lancaster 016F,4368.4
E01025126,Lancaster 013D,1826.2
E01025127,Lancaster 018A,3438.2
E01025128,Lancaster 015B,7571.4
E01025130,Lancaster 002A,54.9
E01025131,Lancaster 005C,51.2
E01025132,Lancaster 002B,10.4
E01025133,Lancaster 005D,875.2
E01025136,Lancaster 006B,6525.6
E01025137,Lancaster 020A,4840.9
E01025138,Lancaster 006C,5152
E01025139,Lancaster 006D,3415.5
E01025140,Lancaster 006E,5956.3
E01025141,Lancaster 018B,3518.9
E01025142,Lancaster 019D,2396.1
E01025143,Lancaster 018C,4809.4
E01025144,Lancaster 017E,3625.9
E01025145,Lancaster 018D,9179.2
E01025146,Lancaster 017F,464.3
E01025147,Lancaster 015D,5839.6
E01025148,Lancaster 001E,94.5
E01025149,Lancaster 011A,5657.2
E01025150,Lancaster 011B,7400.4
E01025151,Lancaster 011C,3249.3
E01025152,Lancaster 011D,4923.8
E01025153,Lancaster 020F,3772.1
E01025154,Lancaster 011E,6279.8
E01025155,Lancaster 020G,3094.1
E01025156,Lancaster 020H,7782.7
E01025157,Lancaster 020I,1737.7
E01025158,Lancaster 003C,2659.8
E01025159,Lancaster 003D,175.7
E01025160,Lancaster 003E,1250.3
E01025161,Lancaster 004D,3358.3
E01025162,Lancaster 020B,4091.6
E01025163,Lancaster 020C,2408.2
E01025164,Lancaster 020D,3501.9
E01025165,Lancaster 020E,3347.1
E01025166,Lancaster 002C,48.2
E01025167,Lancaster 002D,17.7
E01025168,Lancaster 001F,954.8
E01025169,Lancaster 001G,103
E01025170,Lancaster 010A,4800.1
E01025171,Lancaster 010B,1911.1
E01025172,Lancaster 010C,1152.7
E01025173,Lancaster 010D,3410.3
E01025174,Pendle 008A,937.4
E01025175,Pendle 008B,827.5
E01025176,Pendle 008C,2667.7
E01025177,Pendle 008D,189.7
E01025178,Pendle 006A,102.6
E01025179,Pendle 006B,981
E01025180,Pendle 006C,76.3
E01025181,Pendle 009A,3897.2
E01025182,Pendle 009B,2745.9
E01025183,Pendle 009C,6771.7
E01025184,Pendle 009D,11695.1
E01025185,Pendle 013A,2428.7
E01025186,Pendle 013B,4205.4
E01025187,Pendle 012A,3150.1
E01025188,Pendle 010A,9961.1
E01025189,Pendle 010B,5756.8
E01025190,Pendle 012B,2143.5
E01025191,Pendle 001A,1182.1
E01025192,Pendle 001B,3334.8
E01025193,Pendle 001C,556.7
E01025194,Pendle 001D,9294
E01025195,Pendle 002A,829.5
E01025196,Pendle 002B,6620.5
E01025197,Pendle 002C,77.6
E01025198,Pendle 002D,2239
E01025199,Pendle 003A,182.6
E01025200,Pendle 003B,386.2
E01025201,Pendle 003C,3150.1
E01025202,Pendle 003D,206
E01025203,Pendle 006D,250.9
E01025204,Pendle 008E,60.4
E01025205,Pendle 014E,8826.5
E01025206,Pendle 014A,1137.5
E01025207,Pendle 014G,4403.7
E01025208,Pendle 014F,6072.7
E01025209,Pendle 012C,436.1
E01025210,Pendle 010C,3940.8
E01025211,Pendle 008F,396.1
E01025212,Pendle 013C,3719.5
E01025213,Pendle 013D,366.5
E01025214,Pendle 013E,1218.3
E01025215,Pendle 013F,8173.9
E01025216,Pendle 012D,801.5
E01025217,Pendle 010D,12165.6
E01025218,Pendle 010E,11240.8
E01025219,Pendle 010F,12302.3
E01025220,Pendle 014C,5740.5
E01025221,Pendle 014B,1418
E01025222,Pendle 014D,651.7
E01025223,Pendle 014H,5598.6
E01025224,Pendle 011A,10346.9
E01025225,Pendle 011B,4100.2
E01025226,Pendle 007A,2133
E01025227,Pendle 007B,3217.3
E01025228,Pendle 007C,778.7
E01025229,Pendle 011C,5734.9
E01025230,Pendle 011D,6852
E01025231,Preston 013A,3285.6
E01025232,Preston 013B,8418.5
E01025233,Preston 008A,2414.9
E01025234,Preston 007A,1924.3
E01025235,Preston 007B,4676.4
E01025236,Preston 009A,6004.6
E01025237,Preston 007C,4573.7
E01025238,Preston 007D,6641.3
E01025239,Preston 006A,3854.6
E01025240,Preston 008B,5506.9
E01025241,Preston 006B,4231
E01025242,Preston 006C,2507
E01025243,Preston 006D,3069.6
E01025244,Preston 015A,20819.5
E01025245,Preston 007E,4485.1
E01025246,Preston 011A,8588.1
E01025247,Preston 016A,3869.2
E01025248,Preston 016B,4734.1
E01025249,Preston 016C,1496
E01025250,Preston 016D,1137.3
E01025251,Preston 006E,2302.4
E01025252,Preston 007F,3718.1
E01025253,Preston 004A,1794.8
E01025254,Preston 004B,2369.1
E01025255,Preston 004C,1368.6
E01025256,Preston 003A,3861.8
E01025257,Preston 002A,1104.7
E01025258,Preston 003B,3147.5
E01025259,Preston 003C,4111.2
E01025260,Preston 005A,2747.8
E01025261,Preston 008C,2823.5
E01025262,Preston 005B,4401
E01025263,Preston 005C,5254.2
E01025264,Preston 005D,3763.1
E01025265,Preston 013C,3325.4
E01025266,Preston 008D,4462.2
E01025267,Preston 013D,3442.6
E01025268,Preston 013E,7067.6
E01025269,Preston 013F,3333.3
E01025270,Preston 010A,427.6
E01025271,Preston 013G,4278.1
E01025272,Preston 010B,760.7
E01025273,Preston 010C,2943.8
E01025274,Preston 011B,13913.7
E01025275,Preston 011C,2102.4
E01025276,Preston 012A,9308.7
E01025277,Preston 002B,449.3
E01025278,Preston 001A,215.2
E01025279,Preston 001B,57
E01025281,Preston 002D,140.1
E01025282,Preston 001C,599.1
E01025283,Preston 009B,5747.4
E01025284,Preston 009C,2750
E01025285,Preston 009D,5650.6
E01025286,Preston 009E,423.2
E01025287,Preston 009F,4633
E01025288,Preston 010D,1098.2
E01025289,Preston 017A,4727.7
E01025290,Preston 017B,6694.2
E01025291,Preston 017C,6060.3
E01025292,Preston 015B,6240.7
E01025293,Preston 015C,6185.4
E01025294,Preston 011D,12344.9
E01025295,Preston 014A,6397.6
E01025296,Preston 014B,6314.3
E01025297,Preston 014C,9298.5
E01025298,Preston 014D,9351.7
E01025299,Preston 003D,4854.7
E01025300,Preston 004D,1447.7
E01025301,Preston 003E,6155.6
E01025302,Preston 003F,4786.3
E01025303,Preston 004E,1329.2
E01025304,Preston 016E,4161.9
E01025305,Preston 016F,8960.7
E01025306,Preston 017D,3268.5
E01025308,Preston 012B,10285.5
E01025309,Preston 008E,5237.9
E01025310,Preston 012C,7668
E01025311,Preston 012D,7449.7
E01025312,Preston 012E,5507.9
E01025313,Preston 012F,6630.8
E01025314,Preston 012G,4025
E01025315,Ribble Valley 001A,34.4
E01025316,Ribble Valley 006A,248.9
E01025317,Ribble Valley 006B,193.9
E01025318,Ribble Valley 007A,1346.3
E01025319,Ribble Valley 007B,288.8
E01025320,Ribble Valley 001B,10.6
E01025321,Ribble Valley 005A,80.8
E01025322,Ribble Valley 004A,11.6
E01025323,Ribble Valley 008A,75.3
E01025324,Ribble Valley 008B,412.4
E01025325,Ribble Valley 006C,4828.8
E01025326,Ribble Valley 004B,124.8
E01025327,Ribble Valley 004C,310
E01025328,Ribble Valley 006D,3925.4
E01025329,Ribble Valley 003A,2608.6
E01025330,Ribble Valley 003B,3040
E01025331,Ribble Valley 001C,22
E01025333,Ribble Valley 007C,202
E01025334,Ribble Valley 002A,1832.3
E01025335,Ribble Valley 003C,4744.7
E01025336,Ribble Valley 008D,135.7
E01025337,Ribble Valley 008E,233.4
E01025338,Ribble Valley 003D,4315.3
E01025339,Ribble Valley 003E,4318.3
E01025340,Ribble Valley 005B,250.2
E01025341,Ribble Valley 005C,249.2
E01025342,Ribble Valley 004D,164.8
E01025343,Ribble Valley 005D,159.6
E01025344,Ribble Valley 002B,1755.8
E01025345,Ribble Valley 002C,644.8
E01025346,Ribble Valley 002D,899.6
E01025347,Ribble Valley 002E,1454.1
E01025348,Ribble Valley 001D,104.8
E01025349,Ribble Valley 001E,48.6
E01025350,Ribble Valley 007D,328.5
E01025351,Ribble Valley 007E,236.7
E01025352,Ribble Valley 008F,851.6
E01025354,Ribble Valley 005E,92.7
E01025355,Rossendale 001A,826.9
E01025356,Rossendale 004A,4150.5
E01025357,Rossendale 008A,927.5
E01025358,Rossendale 008B,119.7
E01025359,Rossendale 009A,177.4
E01025360,Rossendale 009B,1492.1
E01025361,Rossendale 001B,1115.9
E01025362,Rossendale 001C,305
E01025363,Rossendale 002A,3068
E01025364,Rossendale 002B,3216.5
E01025365,Rossendale 008C,1063.6
E01025366,Rossendale 002C,4939.8
E01025367,Rossendale 003A,213.4
E01025368,Rossendale 003B,1970.2
E01025369,Rossendale 003C,3168.2
E01025370,Rossendale 010F,1096
E01025371,Rossendale 010A,2718.7
E01025373,Rossendale 004C,1023.2
E01025374,Rossendale 010B,2091.8
E01025375,Rossendale 009C,615.4
E01025376,Rossendale 009D,558
E01025377,Rossendale 007A,240.4
E01025378,Rossendale 007B,132.5
E01025379,Rossendale 007C,5940.7
E01025380,Rossendale 007D,4123.4
E01025381,Rossendale 003D,753.9
E01025382,Rossendale 003E,4874.8
E01025383,Rossendale 003F,1432
E01025384,Rossendale 008D,528.1
E01025385,Rossendale 004D,3576.8
E01025387,Rossendale 004F,1496.9
E01025388,Rossendale 010G,426.2
E01025389,Rossendale 010H,617.8
E01025390,Rossendale 010I,479.9
E01025391,Rossendale 010C,2212
E01025392,Rossendale 010D,349.2
E01025393,Rossendale 001D,107
E01025394,Rossendale 010E,1933.4
E01025395,Rossendale 002D,159.7
E01025396,Rossendale 002E,2316.2
E01025397,Rossendale 002F,418.4
E01025398,Rossendale 002G,6989.9
E01025399,South Ribble 008A,5285.7
E01025400,South Ribble 008B,1025.1
E01025401,South Ribble 008C,1178.7
E01025402,South Ribble 008D,2578
E01025403,South Ribble 004A,3767.4
E01025404,South Ribble 007A,3857.9
E01025405,South Ribble 007B,2455.7
E01025406,South Ribble 007C,3153.8
E01025407,South Ribble 007D,6309.9
E01025408,South Ribble 003A,1271.2
E01025409,South Ribble 003B,3483.1
E01025410,South Ribble 003C,2702.5
E01025411,South Ribble 005A,4653
E01025412,South Ribble 006A,1226.5
E01025413,South Ribble 002A,1244.4
E01025414,South Ribble 002B,954.8
E01025415,South Ribble 015A,4539
E01025416,South Ribble 014A,1409.5
E01025417,South Ribble 012A,516.4
E01025418,South Ribble 012B,6209.7
E01025419,South Ribble 012C,1041.2
E01025421,South Ribble 013A,4130.9
E01025422,South Ribble 013B,3328.6
E01025423,South Ribble 015B,5767.4
E01025424,South Ribble 001A,378.8
E01025425,South Ribble 001B,2259.9
E01025426,South Ribble 001C,2224.2
E01025427,South Ribble 006B,4314.2
E01025428,South Ribble 006C,5484.6
E01025429,South Ribble 006D,5188.4
E01025431,South Ribble 013C,5799.8
E01025433,South Ribble 013D,3976
E01025434,South Ribble 016C,2131
E01025435,South Ribble 015C,1273.4
E01025436,South Ribble 011A,235.5
E01025437,South Ribble 011B,654.9
E01025438,South Ribble 011C,256.3
E01025439,South Ribble 010A,539.1
E01025440,South Ribble 011D,153.3
E01025441,South Ribble 011E,2043.1
E01025442,South Ribble 009A,3249.1
E01025443,South Ribble 009B,2730
E01025444,South Ribble 009C,5171.4
E01025445,South Ribble 017A,1645.5
E01025446,South Ribble 015D,2850
E01025447,South Ribble 017B,7398.1
E01025448,South Ribble 005B,2457.4
E01025451,South Ribble 014B,1827.5
E01025452,South Ribble 014C,540.5
E01025453,South Ribble 010B,579.8
E01025454,South Ribble 010C,1263
E01025455,South Ribble 010D,417.9
E01025456,South Ribble 002C,59.1
E01025457,South Ribble 004B,769.4
E01025458,South Ribble 002D,581.3
E01025459,South Ribble 017C,3621.8
E01025460,South Ribble 017D,1158.4
E01025461,South Ribble 009D,2461.5
E01025462,South Ribble 009E,2904.7
E01025463,South Ribble 004C,2743.7
E01025464,South Ribble 004D,806.8
E01025465,South Ribble 004E,3067
E01025466,South Ribble 001D,5489.3
E01025467,South Ribble 003D,3679.6
E01025468,West Lancashire 009A,2103.9
E01025469,West Lancashire 009B,3322.4
E01025470,West Lancashire 009C,1631.6
E01025471,West Lancashire 010A,5845.7
E01025472,West Lancashire 012A,294.2
E01025473,West Lancashire 012B,368.1
E01025474,West Lancashire 003A,42.9
E01025475,West Lancashire 012C,1596.9
E01025476,West Lancashire 012D,2161.6
E01025477,West Lancashire 012E,218.1
E01025478,West Lancashire 012F,1064.9
E01025479,West Lancashire 008A,57.9
E01025480,West Lancashire 010B,4564
E01025481,West Lancashire 010C,2580.8
E01025482,West Lancashire 010D,3725.7
E01025483,West Lancashire 004A,5285.7
E01025484,West Lancashire 004B,686.8
E01025485,West Lancashire 004C,469.5
E01025486,West Lancashire 004D,2059.8
E01025487,West Lancashire 004E,416.3
E01025488,West Lancashire 007A,3736.4
E01025489,West Lancashire 007B,2610.4
E01025490,West Lancashire 007C,2627.2
E01025491,West Lancashire 008B,372.5
E01025492,West Lancashire 013A,3308.6
E01025493,West Lancashire 014A,5031.1
E01025494,West Lancashire 014B,4606.8
E01025495,West Lancashire 003B,78
E01025496,West Lancashire 001A,372.2
E01025497,West Lancashire 001B,101
E01025498,West Lancashire 001C,1957.7
E01025499,West Lancashire 006A,1138.9
E01025500,West Lancashire 007D,3038
E01025501,West Lancashire 006B,1531.6
E01025502,West Lancashire 006C,3459.5
E01025503,West Lancashire 014C,4960
E01025504,West Lancashire 014D,5554.5
E01025505,West Lancashire 014E,4089.3
E01025506,West Lancashire 008C,97.2
E01025507,West Lancashire 002A,188
E01025508,West Lancashire 002B,82.8
E01025509,West Lancashire 002C,464.4
E01025510,West Lancashire 005A,127.9
E01025511,West Lancashire 005B,144.4
E01025512,West Lancashire 005C,1800.3
E01025513,West Lancashire 002D,171.3
E01025514,West Lancashire 003C,110.1
E01025515,West Lancashire 003D,89.8
E01025516,West Lancashire 006D,5115.7
E01025517,West Lancashire 006E,1119.9
E01025518,West Lancashire 007E,4500
E01025519,West Lancashire 006F,937.9
E01025520,West Lancashire 010E,6898.5
E01025521,West Lancashire 010F,1155.1
E01025522,West Lancashire 009D,751.4
E01025523,West Lancashire 011A,646.3
E01025524,West Lancashire 011B,6186.9
E01025525,West Lancashire 011C,4337.2
E01025526,West Lancashire 011D,3328.4
E01025527,West Lancashire 013B,3546
E01025528,West Lancashire 013C,5234.7
E01025529,West Lancashire 013D,1299.8
E01025530,West Lancashire 001D,1048.6
E01025531,West Lancashire 002E,80.4
E01025532,West Lancashire 001E,1842
E01025533,West Lancashire 001F,256.2
E01025534,West Lancashire 015A,1287.8
E01025535,West Lancashire 015B,240.2
E01025536,West Lancashire 015C,5462.8
E01025537,West Lancashire 015D,1118.4
E01025538,West Lancashire 005D,138.9
E01025539,West Lancashire 005E,594.2
E01025540,West Lancashire 015E,235.2
E01025541,Wyre 011A,1911.2
E01025542,Wyre 010A,4755.3
E01025543,Wyre 011B,1339.7
E01025544,Wyre 011C,4601.7
E01025545,Wyre 013A,1160.8
E01025546,Wyre 013B,4220.3
E01025547,Wyre 006A,84.5
E01025548,Wyre 007A,298.9
E01025549,Wyre 006B,120.9
E01025550,Wyre 012A,2388.2
E01025551,Wyre 013C,5269.4
E01025552,Wyre 012B,1224.4
E01025553,Wyre 007B,301
E01025554,Wyre 008A,4683.5
E01025555,Wyre 010B,3954
E01025556,Wyre 008B,3316.8
E01025557,Wyre 005A,1114.3
E01025558,Wyre 007C,2056.5
E01025559,Wyre 007D,222.4
E01025560,Wyre 007E,2731.7
E01025561,Wyre 009A,107.1
E01025562,Wyre 009B,67.5
E01025563,Wyre 004A,225.4
E01025564,Wyre 004B,1652.2
E01025565,Wyre 004C,173.4
E01025566,Wyre 014A,1013.5
E01025567,Wyre 013D,2502.3
E01025568,Wyre 014B,2476.5
E01025569,Wyre 014C,1884.6
E01025570,Wyre 008C,4049.5
E01025571,Wyre 008D,5143.2
E01025572,Wyre 008E,4145.3
E01025573,Wyre 001A,5451.6
E01025574,Wyre 001B,3690.6
E01025575,Wyre 005B,576.2
E01025576,Wyre 011D,2515.9
E01025577,Wyre 011E,6447.4
E01025578,Wyre 005C,5372.6
E01025579,Wyre 005D,9183.7
E01025580,Wyre 005E,1405.7
E01025581,Wyre 001C,6247.8
E01025582,Wyre 001D,4733
E01025583,Wyre 001E,11626.2
E01025584,Wyre 001F,3764
E01025585,Wyre 009C,74.7
E01025586,Wyre 004D,1395
E01025587,Wyre 004E,702.4
E01025588,Wyre 004F,1035.4
E01025589,Wyre 004G,122.6
E01025590,Wyre 003A,7411.9
E01025591,Wyre 003B,3207.2
E01025592,Wyre 003C,3085.9
E01025593,Wyre 003D,1489.7
E01025594,Wyre 012C,2997.2
E01025595,Wyre 012D,1016.6
E01025596,Wyre 012E,1109.4
E01025597,Wyre 012F,4811.6
E01025598,Wyre 013E,1663.2
E01025599,Wyre 014D,1663.4
E01025600,Wyre 014E,3505.3
E01025601,Wyre 010C,2986.1
E01025602,Wyre 010D,2649.2
E01025603,Wyre 010E,3311.3
E01025604,Wyre 008F,4785.5
E01025605,Wyre 002A,1999.7
E01025606,Wyre 002B,7989.1
E01025607,Wyre 002C,4798
E01025608,Wyre 002D,5979.1
E01025609,Wyre 006C,41.9
E01032485,Blackburn with Darwen 018E,66.3
E01032486,Blackburn with Darwen 018F,1170.1
E01032505,Liverpool 050F,2655.6
E01032506,Liverpool 050G,9647.2
E01032507,Liverpool 050H,14935.1
E01032508,Liverpool 027G,5473.5
E01032509,Liverpool 027H,6369
E01032510,Liverpool 008F,5971.1
E01032511,Liverpool 008G,2063.2
E01032556,Oldham 026E,3694
E01032557,Oldham 026F,4913.6
E01032558,Oldham 007E,3313.5
E01032559,Oldham 007F,1637.5
E01032684,Salford 034D,6068.3
E01032904,St. Helens 025C,5504
E01032905,St. Helens 025D,2164.3
E01032906,Salford 034E,6073.1
E01032909,Salford 033F,12033.7
E01032912,Salford 035B,3637.7
E01032914,Salford 035A,4141
E01032915,Salford 036C,8328.8
E01032920,Oldham 011E,4892.1
E01032922,Oldham 020E,2834
E01032930,Cheshire West and Chester 033E,7486.1
E01032931,Cheshire West and Chester 033F,5264.2
E01033071,Lancaster 014E,4685.1
E01033072,Lancaster 016I,105.2
E01033073,Lancaster 014F,5119.6
E01033094,Sefton 004F,10525.4
E01033095,Sefton 033F,4655.1
E01033097,Sefton 004G,7058.5
E01033160,Barrow-in-Furness 009F,2383.5
E01033217,Bolton 016E,1527.2
E01033218,Bolton 028F,2243.8
E01033219,Bolton 028G,1056.9
E01033220,Bolton 016F,1427
E01033223,Preston 017F,3754.4
E01033224,Preston 017G,4481
E01033226,Preston 017H,9327.7
E01033228,Knowsley 008F,5217.6
E01033281,Rossendale 004G,866.6
E01033299,Warrington 017F,8740
E01033300,Warrington 018F,1301.8
E01033302,Warrington 018G,906.2
E01033303,Warrington 017G,11959.1
E01033330,Salford 033E,4139.1
E01033372,Cheshire East 050E,4191.3
E01033373,Cheshire East 050F,2433.2
E01033375,Cheshire East 053B,4743.1
E01033376,Cheshire East 053A,7371.1
E01033378,Cheshire East 053E,128.6
E01033651,Manchester 054B,5685.9
E01033653,Manchester 055B,5927
E01033654,Manchester 055C,6442.4
E01033655,Manchester 056B,10979.2
E01033656,Manchester 057B,12967.6
E01033658,Manchester 054C,2281.1
E01033660,Manchester 059B,14870.7
E01033661,Manchester 055E,3565.3
E01033662,Manchester 057C,13889.7
E01033664,Manchester 054D,7172.1
E01033665,Manchester 056C,2161.6
E01033667,Manchester 054E,11227.4
E01033668,Manchester 015F,3705.8
E01033669,Manchester 015G,1782
E01033670,Manchester 039E,5724.5
E01033671,Manchester 039F,7967.9
E01033672,Manchester 059C,7341.7
E01033673,Manchester 059D,22422.4
E01033674,Manchester 058C,2864.2
E01033675,Manchester 058D,8957.4
E01033676,Manchester 056D,2770
E01033677,Manchester 060A,3932.8
E01033678,Manchester 009F,4941.6
E01033679,Manchester 009G,4123.4
E01033680,Manchester 028E,7726.7
E01033681,Manchester 060B,3876.4
E01033682,Manchester 060C,7205.2
E01033684,Manchester 062D,37681.2
E01033685,Manchester 003F,4810.4
E01033686,Manchester 028F,8756.6
E01033687,Manchester 003G,3209.7
E01033688,Manchester 062B,1850.4
E01033747,Liverpool 018F,7650.6
E01033748,Liverpool 050I,2495.9
E01033750,Liverpool 061A,4417.7
E01033751,Liverpool 062A,4164
E01033756,Liverpool 061C,2172
E01033757,Liverpool 037E,17583.4
E01033758,Liverpool 060B,7715.6
E01033760,Liverpool 060C,6664.9
E01033761,Liverpool 060D,17277.8
E01033762,Liverpool 060E,21965.4
E01033763,Liverpool 031G,7711.8
E01033765,Liverpool 061D,4371
E01033767,Liverpool 050J,13271.8
E01033768,Liverpool 037F,10719
E01033793,St. Helens 013D,1661.5
E01033794,St. Helens 013E,2579.4
E01033795,St. Helens 022G,1625.7
E01033796,St. Helens 022H,1848.4
E01033797,Sefton 004H,2570.3
E01033798,Sefton 004I,3290.7
E01033799,Sefton 018G,7514.1
E01033800,Sefton 018H,1916.2
E01033947,Stockport 014E,1751.4
E01033948,Stockport 014F,8399.8
E01033949,Tameside 013F,8604.5
E01033950,Tameside 013G,4377.4
E01033976,Salford 003D,1139
E01033977,Salford 003E,5933.4
E01033978,Salford 008E,2183.2
E01033979,Salford 008F,1243.8
E01033980,Salford 017G,1595.8
E01033981,Salford 017H,6786.4
E01033982,Salford 021H,10742
E01033983,Salford 021I,1526.6
E01033984,Salford 024E,4665.8
E01033985,Salford 032A,9771
E01033986,Salford 032B,8327.9
E01033987,Salford 033A,6226.7
E01033988,Salford 033B,16306
E01033989,Salford 033C,7092.7
E01033990,Salford 033D,15063.5
E01033991,Salford 034A,1909.2
E01033992,Salford 034B,7092.8
E01033993,Salford 036A,6523.9
E01033994,Salford 036B,28515.8
E01033995,Salford 037A,6807.9
E01033996,Salford 037B,5688.9
E01033997,Salford 037C,3631.9
E01033998,Salford 037D,5572.3
E01033999,Salford 037E,14507.7
E01034000,Trafford 001G,3940.7
E01034001,Trafford 001H,6590.6
E01034068,Allerdale 012F,3036.5
E01034069,Barrow-in-Furness 007G,4859.3
E01034070,Carlisle 013F,3047.5
E01034071,Carlisle 013G,318.8
E01034072,Carlisle 013H,1279.7
E01034073,Carlisle 013I,154.1
E01034074,Carlisle 013J,82
E01034075,Copeland 001E,130.7
E01034076,Copeland 004J,17.4
E01034077,South Lakeland 002F,1265.2
E01034078,South Lakeland 006H,4122.4
E01034079,South Lakeland 006I,1046.3
E01034080,South Lakeland 011F,271.2
E01034107,Manchester 002F,3084.3
E01034108,Manchester 002G,4072.3
E01034109,Manchester 008G,6448.2
E01034110,Manchester 008H,4080.1
E01034111,Manchester 017G,5252.4
E01034112,Manchester 017H,5784.4
E01034113,Manchester 017I,3333.3
E01034114,Manchester 017J,7162.6
E01034115,Manchester 018F,3653.5
E01034116,Manchester 018G,16072.5
E01034117,Manchester 019E,4203.9
E01034118,Manchester 019F,3789.8
E01034119,Manchester 022H,5841
E01034120,Manchester 023F,7620.1
E01034121,Manchester 023G,5701.7
E01034122,Manchester 024E,19080.7
E01034123,Manchester 024F,4421.3
E01034124,Manchester 025F,12706.6
E01034125,Manchester 025G,25508.2
E01034126,Manchester 025H,14909.9
E01034127,Manchester 025I,15477.3
E01034128,Manchester 032F,7159.3
E01034129,Manchester 055F,14781.4
E01034130,Manchester 055G,12891.6
E01034131,Manchester 060E,10688.2
E01034132,Manchester 060F,17925.6
E01034133,Manchester 061C,6988.4
E01034134,Manchester 061D,18996.8
E01034135,Manchester 062A,7448.2
E01034136,Manchester 062C,14687
E01034137,Manchester 063C,9135
E01034138,Manchester 064B,23797.3
E01034232,Oldham 036A,9266.2
E01034233,Oldham 036B,6145.9
E01034234,Rochdale 008H,11737.7
E01034235,Rochdale 008I,7007.1
E01034335,Hyndburn 006I,13818
E01034336,Hyndburn 006J,6714.2
E01034337,Chorley 004E,1040.8
E01034338,Chorley 004F,2286.3
E01034339,Chorley 006G,1048.9
E01034340,Chorley 008E,3994.3
E01034341,Chorley 008F,6624.6
E01034342,Chorley 008G,801.9
E01034343,Chorley 008H,3827.4
E01034344,Chorley 012E,4487
E01034345,Chorley 012F,8457.9
E01034346,Preston 002E,80.2
E01034347,Preston 002F,1346.7
E01034348,South Ribble 005E,2241
E01034349,South Ribble 012E,442.9
E01034350,South Ribble 012F,2527.7
E01034351,South Ribble 016F,4148
E01034352,South Ribble 016G,1067.2
E01034353,South Ribble 016H,3233.3
E01034396,Liverpool 010G,6413
E01034397,Liverpool 010H,9127.4
E01034398,Liverpool 022F,7075.1
E01034399,Liverpool 022G,5018.6
E01034400,Liverpool 022H,2369.3
E01034401,Liverpool 035G,5163.5
E01034402,Liverpool 037G,11459.9
E01034403,Liverpool 037H,4585.7
E01034404,Liverpool 042H,8260.5
E01034405,Liverpool 060F,5815.6
E01034406,Liverpool 060G,9979.5
E01034407,Liverpool 061E,22067.1
E01034408,Liverpool 061F,4820.1
E01034409,Liverpool 062E,6342.7
E01034410,Liverpool 062F,5049.1
E01034411,Liverpool 062G,6158.5
E01034658,Cheshire East 003F,2489.4
E01034659,Cheshire East 016F,2477.1
E01034660,Cheshire East 016G,5816.7
E01034661,Cheshire East 020E,54.1
E01034662,Cheshire East 020F,48.5
E01034663,Cheshire East 022D,142.3
E01034664,Cheshire East 022E,56.1
E01034665,Cheshire East 031E,3240.4
E01034666,Cheshire East 031F,1302.2
E01034667,Cheshire East 033H,118.5
E01034668,Cheshire East 033I,55.1
E01034669,Cheshire East 036F,10969.6
E01034670,Cheshire East 036G,4081
E01034671,Cheshire East 041F,64.4
E01034672,Cheshire East 041G,175.7
E01034673,Cheshire East 041H,233.5
E01034674,Cheshire East 052A,72.3
E01034675,Cheshire East 052B,52.5
E01034676,Cheshire East 052C,104.8
E01034677,Cheshire East 052D,70
E01034678,Cheshire East 052E,88.6
E01034763,Lancaster 015E,10163.3
E01034764,Ribble Valley 008H,675.3
E01034832,Knowsley 006E,3569.2
E01034833,Knowsley 006F,3632.9
E01034834,Knowsley 007F,4469
E01034835,Knowsley 007G,5113.6
E01034836,Wirral 010G,1420.7
E01034837,Wirral 010H,8987.9
E01034838,Wirral 016F,1234.6
E01034839,Wirral 016G,2124.4
E01034840,Wirral 036F,2468.7
E01034841,Wirral 036G,2535.4
E01035365,Cheshire West and Chester 007F,280.2
